student_id,course_id,instructor_id,evaluation_text,sentiment_label,satisfaction_score,engagement_score,timestamp,platform_access_count,assignment_score,final_grade
S0259,CSE103,I1001,Instructor was responsive and helpful.,Positive,8,6,2024-07-13 17:01:00,36,52,78
S0260,CSE103,I1003,The course material was outdated.,Negative,6,1,2024-07-14 12:50:42,22,57,94
S0261,CSE102,I1002,Lacked practical examples.,Negative,4,9,2023-08-19 09:56:22,32,70,84
S0262,CSE103,I1002,The lectures were engaging and well-explained.,Positive,1,10,2025-04-11 19:03:01,15,74,94
S0263,CSE103,I1001,Lacked practical examples.,Negative,1,1,2024-08-09 02:18:23,11,72,77
S0264,CSE103,I1002,Content was difficult to follow sometimes.,Neutral,8,2,2025-05-12 10:31:55,13,57,63
S0265,CSE101,I1001,The lectures were engaging and well-explained.,Positive,7,7,2024-11-15 14:28:17,5,51,85
S0266,CSE101,I1003,The lectures were engaging and well-explained.,Positive,5,4,2024-01-24 08:59:28,34,51,96
S0267,CSE101,I1002,Lacked practical examples.,Negative,6,5,2025-03-24 03:54:47,7,96,81
S0268,CSE102,I1001,"Too many assignments, not enough guidance.",Negative,4,2,2025-03-02 18:03:15,40,81,92
S0269,CSE102,I1003,Course was too fast-paced.,Neutral,5,3,2024-12-04 17:18:26,29,53,87
S0270,CSE103,I1001,Lacked practical examples.,Negative,8,1,2024-09-29 21:51:31,34,56,86
S0271,CSE101,I1003,The course material was outdated.,Negative,8,3,2024-03-04 09:43:45,10,90,75
S0272,CSE101,I1001,Great use of resources and timely feedback.,Positive,8,8,2024-08-23 08:36:07,35,65,59
S0273,CSE102,I1001,Interactive sessions made learning enjoyable.,Positive,6,2,2024-02-27 08:08:55,27,61,83
S0274,CSE102,I1001,Great use of resources and timely feedback.,Positive,4,1,2024-04-23 08:45:02,18,69,55
S0275,CSE101,I1003,Interactive sessions made learning enjoyable.,Positive,7,1,2025-06-08 00:18:09,46,61,66
S0276,CSE102,I1001,Great use of resources and timely feedback.,Positive,2,2,2023-08-21 09:29:04,41,61,54
S0277,CSE102,I1002,Lacked practical examples.,Negative,4,8,2023-08-18 09:09:33,28,71,88
S0278,CSE102,I1001,Content was difficult to follow sometimes.,Neutral,3,4,2023-08-19 00:21:43,49,63,65
S0279,CSE103,I1002,Instructor was responsive and helpful.,Positive,8,3,2023-08-10 08:26:49,19,52,87
S0280,CSE102,I1001,The lectures were engaging and well-explained.,Positive,7,8,2024-12-06 10:21:23,11,53,95
S0281,CSE102,I1003,I appreciated the extra help sessions.,Positive,2,9,2024-01-24 04:14:31,21,65,65
S0282,CSE103,I1002,"Too many assignments, not enough guidance.",Negative,6,10,2023-11-19 21:15:45,34,76,58
S0283,CSE101,I1002,Content was difficult to follow sometimes.,Neutral,1,3,2025-05-26 17:28:36,21,59,88
S0284,CSE103,I1001,Great use of resources and timely feedback.,Positive,4,5,2024-11-11 15:42:37,29,51,90
S0285,CSE103,I1003,Course was too fast-paced.,Neutral,1,3,2025-02-24 13:22:37,25,91,66
S0286,CSE102,I1001,Instructor was responsive and helpful.,Positive,5,1,2024-04-30 08:33:22,33,87,75
S0287,CSE102,I1003,Great use of resources and timely feedback.,Positive,7,3,2024-07-18 00:29:01,43,78,81
S0288,CSE101,I1003,The course material was outdated.,Negative,3,10,2024-05-13 21:21:06,35,76,79
S0289,CSE103,I1001,Instructor was responsive and helpful.,Positive,4,5,2025-04-07 17:56:26,29,58,89
S0290,CSE102,I1003,Interactive sessions made learning enjoyable.,Positive,7,10,2024-02-01 12:01:50,40,70,90
S0291,CSE102,I1001,Course was too fast-paced.,Neutral,9,4,2023-12-03 10:27:30,15,77,67
S0292,CSE103,I1002,Lacked practical examples.,Negative,2,2,2023-09-21 22:57:52,9,98,59
S0293,CSE103,I1002,Course was too fast-paced.,Neutral,5,7,2024-06-22 05:46:06,6,59,90
S0294,CSE103,I1001,Instructor was responsive and helpful.,Positive,6,6,2024-09-08 14:25:29,44,58,53
S0295,CSE102,I1003,Content was difficult to follow sometimes.,Neutral,5,3,2024-06-09 22:37:14,41,95,79
S0296,CSE103,I1003,Course was too fast-paced.,Neutral,8,1,2024-04-29 15:26:23,5,68,64
S0297,CSE103,I1001,Course was too fast-paced.,Neutral,4,1,2024-03-30 13:07:13,13,54,62
S0298,CSE101,I1001,Great use of resources and timely feedback.,Positive,5,3,2025-01-27 22:32:26,21,86,52
S0299,CSE101,I1002,Great use of resources and timely feedback.,Positive,3,3,2024-01-18 15:47:12,45,69,91
S0300,CSE102,I1002,Content was difficult to follow sometimes.,Neutral,10,8,2024-01-31 15:52:59,15,68,65
S0301,CSE102,I1003,Lacked practical examples.,Negative,2,10,2023-09-14 01:36:45,17,79,54
S0302,CSE103,I1001,"Too many assignments, not enough guidance.",Negative,6,10,2023-12-05 09:20:40,41,91,58
S0303,CSE103,I1001,Lacked practical examples.,Negative,4,8,2024-10-21 14:27:51,15,76,89
S0304,CSE103,I1001,Course was too fast-paced.,Neutral,5,3,2024-08-17 23:42:34,44,98,98
S0305,CSE103,I1003,Content was difficult to follow sometimes.,Neutral,10,3,2023-10-12 15:50:44,23,63,88
S0306,CSE101,I1003,Lacked practical examples.,Negative,2,5,2024-06-14 11:29:48,25,51,85
S0307,CSE103,I1002,Instructor was responsive and helpful.,Positive,5,9,2025-04-13 21:30:44,17,89,94
S0308,CSE103,I1002,Course was too fast-paced.,Neutral,9,1,2025-06-09 12:19:48,14,53,88
S0309,CSE103,I1002,The lectures were engaging and well-explained.,Positive,3,9,2025-04-08 07:55:09,13,63,73
S0310,CSE101,I1001,Interactive sessions made learning enjoyable.,Positive,7,6,2025-07-01 15:07:37,5,69,63
S0311,CSE102,I1001,Interactive sessions made learning enjoyable.,Positive,9,6,2024-05-07 11:14:13,20,82,75
S0312,CSE101,I1002,Interactive sessions made learning enjoyable.,Positive,4,5,2023-12-11 18:56:45,48,81,69
S0313,CSE101,I1001,"Too many assignments, not enough guidance.",Negative,2,9,2024-01-05 07:27:48,13,80,82
S0314,CSE101,I1003,Course was too fast-paced.,Neutral,10,7,2025-03-26 16:10:52,8,95,79
S0315,CSE101,I1002,Course was too fast-paced.,Neutral,4,7,2024-07-28 16:50:31,48,99,50
S0316,CSE101,I1001,"Too many assignments, not enough guidance.",Negative,5,1,2025-01-10 04:03:37,16,81,88
S0317,CSE102,I1001,Interactive sessions made learning enjoyable.,Positive,4,7,2025-06-02 01:30:41,28,60,96
S0318,CSE103,I1001,The lectures were engaging and well-explained.,Positive,3,3,2025-05-10 21:18:19,9,85,69
S0319,CSE101,I1001,Course was too fast-paced.,Neutral,5,1,2023-11-03 04:16:13,47,86,75
S0320,CSE101,I1003,Great use of resources and timely feedback.,Positive,10,9,2023-12-18 00:24:12,45,84,53
S0321,CSE102,I1002,The course material was outdated.,Negative,10,2,2023-12-18 03:05:25,13,98,55
S0322,CSE102,I1001,The lectures were engaging and well-explained.,Positive,3,7,2024-07-28 10:30:25,41,75,96
S0323,CSE101,I1003,Great use of resources and timely feedback.,Positive,7,2,2024-07-03 01:30:17,38,82,59
S0324,CSE102,I1002,The course material was outdated.,Negative,3,4,2025-07-24 14:42:09,20,60,56
S0325,CSE102,I1001,Content was difficult to follow sometimes.,Neutral,6,10,2024-01-02 21:44:12,40,75,85
S0326,CSE102,I1003,Lacked practical examples.,Negative,6,10,2024-02-05 14:03:05,14,73,63
S0327,CSE103,I1003,Course was too fast-paced.,Neutral,5,8,2024-10-01 19:16:34,17,92,66
S0328,CSE101,I1001,I appreciated the extra help sessions.,Positive,9,4,2024-01-30 15:47:19,30,78,57
S0329,CSE101,I1003,Interactive sessions made learning enjoyable.,Positive,2,4,2025-01-12 14:51:43,34,71,80
S0330,CSE103,I1001,The course material was outdated.,Negative,7,9,2025-01-24 20:37:34,20,67,77
S0331,CSE102,I1002,The lectures were engaging and well-explained.,Positive,7,3,2024-04-17 15:34:05,31,90,97
S0332,CSE103,I1001,Course was too fast-paced.,Neutral,4,3,2023-08-16 23:10:32,8,70,65
S0333,CSE102,I1002,Course was too fast-paced.,Neutral,5,8,2025-03-20 09:53:03,14,94,74
S0334,CSE103,I1001,"Too many assignments, not enough guidance.",Negative,7,5,2023-11-17 06:53:42,7,82,65
S0335,CSE101,I1002,I appreciated the extra help sessions.,Positive,1,4,2024-04-13 12:20:32,7,81,59
S0336,CSE101,I1003,The course material was outdated.,Negative,1,7,2025-05-23 14:59:44,15,89,53
S0337,CSE103,I1001,I appreciated the extra help sessions.,Positive,5,1,2023-10-05 09:59:24,38,96,69
S0338,CSE102,I1003,Content was difficult to follow sometimes.,Neutral,1,4,2024-01-31 03:12:32,20,81,89
S0339,CSE103,I1003,Instructor was responsive and helpful.,Positive,6,10,2025-06-04 15:03:40,39,69,80
S0340,CSE102,I1003,Great use of resources and timely feedback.,Positive,5,10,2025-04-16 02:28:57,41,73,76
S0341,CSE102,I1002,"Too many assignments, not enough guidance.",Negative,8,5,2023-11-03 20:36:17,42,76,66
S0342,CSE103,I1001,I appreciated the extra help sessions.,Positive,7,9,2025-05-18 16:11:43,45,78,91
S0343,CSE103,I1003,The course material was outdated.,Negative,4,4,2024-03-07 17:31:44,22,60,82
S0344,CSE102,I1001,The course material was outdated.,Negative,10,10,2024-01-19 08:39:48,49,54,50
S0345,CSE102,I1003,Great use of resources and timely feedback.,Positive,10,6,2024-12-22 16:47:18,18,73,64
S0346,CSE103,I1001,Instructor was responsive and helpful.,Positive,10,6,2024-03-01 04:42:56,14,89,66
S0347,CSE101,I1001,The course material was outdated.,Negative,3,5,2025-08-01 11:47:22,28,68,54
S0348,CSE101,I1001,Course was too fast-paced.,Neutral,8,3,2025-04-07 16:03:43,36,75,77
S0349,CSE101,I1001,I appreciated the extra help sessions.,Positive,1,5,2024-10-15 18:33:22,8,56,65
S0350,CSE101,I1003,I appreciated the extra help sessions.,Positive,1,9,2024-04-06 07:33:13,37,60,72
S0351,CSE103,I1003,Content was difficult to follow sometimes.,Neutral,5,4,2025-03-10 06:36:35,44,52,84
S0352,CSE102,I1003,The lectures were engaging and well-explained.,Positive,6,6,2024-03-24 03:54:42,12,94,58
S0353,CSE101,I1002,"Too many assignments, not enough guidance.",Negative,4,1,2024-06-09 06:35:33,19,69,88
S0354,CSE101,I1003,Great use of resources and timely feedback.,Positive,1,5,2024-09-05 18:07:51,34,68,86
S0355,CSE103,I1002,Lacked practical examples.,Negative,7,10,2025-08-01 11:50:08,13,62,54
S0356,CSE103,I1003,Great use of resources and timely feedback.,Positive,10,10,2023-10-13 05:53:06,26,92,75
S0357,CSE102,I1002,I appreciated the extra help sessions.,Positive,5,8,2024-11-21 19:14:28,20,53,67
S0358,CSE102,I1001,The course material was outdated.,Negative,1,5,2024-07-26 22:11:14,20,86,62
S0359,CSE101,I1003,"Too many assignments, not enough guidance.",Negative,1,7,2025-04-12 04:17:38,43,78,87
S0360,CSE103,I1002,The lectures were engaging and well-explained.,Positive,7,5,2024-04-03 22:58:04,49,67,61
S0361,CSE101,I1002,Content was difficult to follow sometimes.,Neutral,4,10,2024-05-09 16:41:28,11,96,63
S0362,CSE103,I1003,"Too many assignments, not enough guidance.",Negative,3,10,2024-05-10 13:34:09,17,65,52
S0363,CSE102,I1002,Interactive sessions made learning enjoyable.,Positive,5,4,2025-01-17 18:34:21,9,65,51
S0364,CSE101,I1002,The lectures were engaging and well-explained.,Positive,6,3,2024-10-30 22:37:20,35,89,77
S0365,CSE101,I1001,Content was difficult to follow sometimes.,Neutral,1,1,2025-04-05 15:52:32,22,65,95
S0366,CSE101,I1002,"Too many assignments, not enough guidance.",Negative,2,2,2025-07-08 19:37:05,30,66,79
S0367,CSE102,I1001,Instructor was responsive and helpful.,Positive,5,9,2025-06-17 20:14:01,29,84,52
S0368,CSE103,I1001,Course was too fast-paced.,Neutral,7,9,2024-01-26 12:27:38,40,98,51
S0369,CSE103,I1003,I appreciated the extra help sessions.,Positive,2,9,2024-09-27 02:46:59,10,73,79
S0370,CSE101,I1001,Course was too fast-paced.,Neutral,9,9,2024-05-31 15:32:31,39,84,81
S0371,CSE102,I1001,Interactive sessions made learning enjoyable.,Positive,1,2,2024-08-16 01:35:12,47,74,80
S0372,CSE103,I1002,Content was difficult to follow sometimes.,Neutral,6,1,2024-03-24 05:57:51,45,68,66
S0373,CSE101,I1002,Great use of resources and timely feedback.,Positive,3,5,2024-09-19 22:21:13,29,74,98
S0374,CSE101,I1001,Great use of resources and timely feedback.,Positive,6,10,2025-01-26 10:09:55,48,90,83
S0375,CSE101,I1001,Instructor was responsive and helpful.,Positive,1,10,2024-06-09 15:03:34,19,56,61
S0376,CSE101,I1002,Instructor was responsive and helpful.,Positive,4,10,2024-01-06 09:31:25,43,76,99
S0377,CSE101,I1002,Instructor was responsive and helpful.,Positive,2,5,2024-07-08 15:21:22,43,91,90
S0378,CSE101,I1002,Lacked practical examples.,Negative,8,8,2025-03-07 18:00:57,26,78,57
S0379,CSE101,I1003,I appreciated the extra help sessions.,Positive,5,1,2024-12-22 05:39:02,40,94,94
S0380,CSE103,I1003,Content was difficult to follow sometimes.,Neutral,7,8,2023-12-22 23:10:33,41,56,90
S0381,CSE102,I1003,Lacked practical examples.,Negative,4,8,2023-08-13 03:55:40,13,97,90
S0382,CSE102,I1003,"Too many assignments, not enough guidance.",Negative,10,6,2024-11-06 22:33:35,36,80,82
S0383,CSE103,I1003,Content was difficult to follow sometimes.,Neutral,10,1,2024-04-24 07:37:21,47,81,60
S0384,CSE102,I1001,I appreciated the extra help sessions.,Positive,2,10,2025-06-23 21:30:43,13,92,78
S0385,CSE101,I1003,Lacked practical examples.,Negative,9,4,2025-06-05 12:14:34,7,89,89
S0386,CSE102,I1001,The course material was outdated.,Negative,6,3,2024-07-14 17:06:24,41,78,90
S0387,CSE103,I1001,Interactive sessions made learning enjoyable.,Positive,3,4,2024-05-28 14:15:06,41,91,53
S0388,CSE101,I1002,The course material was outdated.,Negative,4,8,2024-10-18 08:57:36,47,62,80
S0389,CSE102,I1001,Course was too fast-paced.,Neutral,3,1,2023-11-26 23:35:21,40,93,67
S0390,CSE101,I1001,Interactive sessions made learning enjoyable.,Positive,8,1,2025-03-09 14:53:52,34,96,83
S0391,CSE101,I1003,"Too many assignments, not enough guidance.",Negative,6,7,2024-09-12 14:53:26,6,94,64
S0392,CSE102,I1001,Great use of resources and timely feedback.,Positive,5,2,2023-09-05 18:52:28,8,61,63
S0393,CSE103,I1001,Instructor was responsive and helpful.,Positive,4,6,2024-01-02 19:39:28,19,65,59
S0394,CSE103,I1003,I appreciated the extra help sessions.,Positive,6,8,2024-10-02 21:32:02,35,87,70
S0395,CSE103,I1001,Instructor was responsive and helpful.,Positive,1,3,2024-12-14 20:03:24,46,50,78
S0396,CSE103,I1002,The course material was outdated.,Negative,10,8,2024-09-30 01:29:15,47,63,68
S0397,CSE102,I1002,The course material was outdated.,Negative,8,4,2024-11-23 15:05:12,48,75,79
S0398,CSE103,I1003,I appreciated the extra help sessions.,Positive,8,1,2025-01-04 03:51:25,6,70,98
S0399,CSE102,I1001,The course material was outdated.,Negative,3,8,2023-09-07 21:28:03,40,56,69
S0400,CSE102,I1003,I appreciated the extra help sessions.,Positive,10,5,2024-07-11 15:12:06,45,63,97
S0401,CSE103,I1003,Great use of resources and timely feedback.,Positive,1,5,2025-01-14 21:54:08,35,50,77
S0402,CSE102,I1002,Course was too fast-paced.,Neutral,4,8,2024-09-08 09:00:05,8,67,86
S0403,CSE103,I1002,The lectures were engaging and well-explained.,Positive,4,4,2024-06-16 04:03:59,35,79,74
S0404,CSE103,I1003,Great use of resources and timely feedback.,Positive,9,2,2024-02-20 08:12:34,48,60,81
S0405,CSE102,I1002,Instructor was responsive and helpful.,Positive,5,8,2025-05-03 03:59:34,38,99,90
S0406,CSE101,I1003,The course material was outdated.,Negative,5,10,2024-05-20 14:40:46,13,70,91
S0407,CSE101,I1002,The course material was outdated.,Negative,8,9,2024-02-18 07:49:29,45,99,94
S0408,CSE102,I1002,I appreciated the extra help sessions.,Positive,4,2,2023-09-16 01:56:01,17,56,77
S0409,CSE103,I1002,The course material was outdated.,Negative,10,4,2025-02-12 15:38:48,44,55,64
S0410,CSE102,I1001,"Too many assignments, not enough guidance.",Negative,7,1,2024-03-28 18:09:06,18,97,90
S0411,CSE102,I1001,Great use of resources and timely feedback.,Positive,10,10,2025-04-14 06:27:17,27,51,54
S0412,CSE103,I1003,Course was too fast-paced.,Neutral,3,7,2023-12-26 01:09:28,16,72,58
S0413,CSE101,I1001,The course material was outdated.,Negative,5,1,2024-12-22 00:02:28,18,99,76
S0414,CSE103,I1001,Instructor was responsive and helpful.,Positive,9,10,2025-06-10 00:34:45,24,82,63
S0415,CSE101,I1003,Great use of resources and timely feedback.,Positive,5,10,2025-05-14 09:08:44,26,83,61
S0416,CSE103,I1002,Course was too fast-paced.,Neutral,8,6,2024-02-09 09:00:17,11,53,76
S0417,CSE101,I1003,The course material was outdated.,Negative,10,3,2024-06-17 18:37:14,20,55,70
S0418,CSE101,I1003,Course was too fast-paced.,Neutral,10,9,2023-08-06 14:55:52,10,65,51
S0419,CSE101,I1003,Course was too fast-paced.,Neutral,1,5,2023-11-09 19:45:50,7,66,96
S0420,CSE101,I1003,Course was too fast-paced.,Neutral,1,3,2024-12-16 13:58:56,24,66,91
S0421,CSE102,I1002,Great use of resources and timely feedback.,Positive,3,8,2023-12-21 03:26:28,20,90,53
S0422,CSE101,I1002,"Too many assignments, not enough guidance.",Negative,3,6,2024-10-29 17:50:17,21,78,79
S0423,CSE101,I1003,The lectures were engaging and well-explained.,Positive,9,4,2023-10-21 05:25:17,8,58,87
S0424,CSE101,I1001,Course was too fast-paced.,Neutral,8,6,2024-08-15 01:47:24,39,97,65
S0425,CSE102,I1003,Instructor was responsive and helpful.,Positive,3,8,2025-04-17 08:30:33,23,67,85
S0426,CSE103,I1001,"Too many assignments, not enough guidance.",Negative,9,3,2023-10-17 19:21:59,34,68,63
S0427,CSE102,I1003,"Too many assignments, not enough guidance.",Negative,8,1,2024-06-08 14:49:33,13,63,90
S0428,CSE101,I1002,Great use of resources and timely feedback.,Positive,9,3,2024-07-25 10:33:24,10,56,99
S0429,CSE102,I1001,The course material was outdated.,Negative,7,2,2024-05-06 02:11:46,15,93,50
S0430,CSE103,I1002,Lacked practical examples.,Negative,8,10,2023-10-12 22:10:36,8,78,77
S0431,CSE103,I1002,The lectures were engaging and well-explained.,Positive,9,4,2023-10-10 07:10:22,30,91,51
S0432,CSE101,I1001,The course material was outdated.,Negative,5,9,2024-08-29 09:20:15,41,51,82
S0433,CSE101,I1001,I appreciated the extra help sessions.,Positive,5,3,2025-07-10 19:27:11,10,76,84
S0434,CSE101,I1003,Course was too fast-paced.,Neutral,6,2,2024-11-02 20:46:38,42,99,93
S0435,CSE101,I1001,The course material was outdated.,Negative,7,1,2025-05-04 00:00:22,46,84,79
S0436,CSE101,I1002,"Too many assignments, not enough guidance.",Negative,7,9,2025-06-01 03:39:05,34,93,93
S0437,CSE102,I1002,Course was too fast-paced.,Neutral,9,4,2025-05-29 17:30:31,10,76,81
S0438,CSE102,I1002,I appreciated the extra help sessions.,Positive,5,6,2024-05-27 00:18:45,46,74,62
S0439,CSE102,I1001,Content was difficult to follow sometimes.,Neutral,3,6,2024-10-04 18:28:19,33,86,62
S0440,CSE102,I1001,Lacked practical examples.,Negative,5,4,2024-08-15 16:46:46,20,78,53
S0441,CSE102,I1002,The course material was outdated.,Negative,6,1,2023-10-11 22:29:37,13,79,87
S0442,CSE103,I1003,"Too many assignments, not enough guidance.",Negative,10,5,2024-01-19 16:22:52,11,62,73
S0443,CSE103,I1001,Course was too fast-paced.,Neutral,1,8,2025-05-30 02:54:19,42,79,52
S0444,CSE103,I1001,Interactive sessions made learning enjoyable.,Positive,2,9,2024-09-29 15:00:47,19,85,89
S0445,CSE101,I1002,The course material was outdated.,Negative,2,1,2024-12-30 19:00:58,46,67,86
S0446,CSE101,I1001,Instructor was responsive and helpful.,Positive,4,3,2025-04-21 06:23:10,33,59,82
S0447,CSE102,I1002,The course material was outdated.,Negative,5,2,2024-10-22 00:45:52,35,80,63
S0448,CSE101,I1002,Content was difficult to follow sometimes.,Neutral,8,10,2024-02-26 16:58:16,35,65,67
S0449,CSE102,I1001,The course material was outdated.,Negative,4,1,2024-03-24 08:14:16,49,62,54
S0450,CSE102,I1001,The course material was outdated.,Negative,9,5,2024-06-15 10:08:26,22,76,74
S0451,CSE101,I1002,Lacked practical examples.,Negative,7,4,2024-04-10 16:47:43,35,55,62
S0452,CSE102,I1002,Interactive sessions made learning enjoyable.,Positive,5,6,2024-03-02 19:26:03,29,59,96
S0453,CSE102,I1003,Lacked practical examples.,Negative,1,10,2025-04-11 03:44:15,40,91,50
S0454,CSE103,I1002,Course was too fast-paced.,Neutral,3,7,2025-04-23 11:44:19,29,68,81
S0455,CSE101,I1001,The lectures were engaging and well-explained.,Positive,10,8,2024-09-05 02:31:34,40,65,96
S0456,CSE101,I1001,Great use of resources and timely feedback.,Positive,9,8,2025-01-05 22:05:02,24,88,86
S0457,CSE101,I1003,Instructor was responsive and helpful.,Positive,2,10,2024-03-17 14:57:38,12,65,50
S0458,CSE102,I1001,The course material was outdated.,Negative,8,7,2025-07-16 14:45:14,7,92,84
S0459,CSE103,I1002,Lacked practical examples.,Negative,10,2,2023-11-21 10:50:42,47,75,85
S0460,CSE102,I1003,Course was too fast-paced.,Neutral,2,2,2025-01-12 00:29:23,24,54,72
S0461,CSE102,I1001,"Too many assignments, not enough guidance.",Negative,10,2,2025-03-10 04:23:17,37,87,90
S0462,CSE103,I1001,Interactive sessions made learning enjoyable.,Positive,2,1,2025-06-26 05:29:24,46,95,83
S0463,CSE101,I1003,Lacked practical examples.,Negative,2,8,2024-12-27 11:36:56,11,71,54
S0464,CSE101,I1001,Lacked practical examples.,Negative,7,4,2025-01-09 04:20:16,15,92,89
S0465,CSE101,I1003,Course was too fast-paced.,Neutral,8,8,2024-11-15 12:54:49,34,96,79
S0466,CSE103,I1001,Lacked practical examples.,Negative,5,1,2024-04-20 00:51:02,29,71,98
S0467,CSE101,I1003,Great use of resources and timely feedback.,Positive,1,7,2025-05-13 00:42:38,5,98,97
S0468,CSE102,I1002,Instructor was responsive and helpful.,Positive,3,5,2025-01-31 13:06:18,20,83,72
S0469,CSE102,I1002,I appreciated the extra help sessions.,Positive,5,1,2024-02-08 04:24:31,47,77,87
S0470,CSE102,I1002,Course was too fast-paced.,Neutral,6,1,2025-04-28 21:34:29,37,61,79
S0471,CSE102,I1002,Lacked practical examples.,Negative,9,4,2024-06-21 18:18:18,22,64,93
S0472,CSE101,I1001,The course material was outdated.,Negative,3,10,2024-06-23 15:36:04,13,54,57
S0473,CSE101,I1001,Course was too fast-paced.,Neutral,9,6,2025-02-23 05:56:09,12,89,97
S0474,CSE103,I1002,The course material was outdated.,Negative,1,9,2024-04-23 05:35:22,11,84,78
S0475,CSE101,I1003,Great use of resources and timely feedback.,Positive,10,9,2024-05-01 11:32:03,15,63,73
S0476,CSE103,I1002,Content was difficult to follow sometimes.,Neutral,4,8,2024-01-24 14:32:47,20,98,54
S0477,CSE103,I1002,"Too many assignments, not enough guidance.",Negative,9,8,2024-05-28 08:59:21,6,64,57
S0478,CSE101,I1003,Instructor was responsive and helpful.,Positive,10,2,2025-06-14 01:07:58,28,68,94
S0479,CSE102,I1001,Course was too fast-paced.,Neutral,7,10,2024-11-01 15:22:36,8,90,80
S0480,CSE102,I1002,The lectures were engaging and well-explained.,Positive,10,8,2025-06-05 21:23:16,37,63,80
S0481,CSE101,I1002,The course material was outdated.,Negative,10,10,2024-08-26 17:48:52,14,50,92
S0482,CSE102,I1002,Content was difficult to follow sometimes.,Neutral,1,7,2023-12-08 18:45:43,49,84,74
S0483,CSE103,I1002,Content was difficult to follow sometimes.,Neutral,5,4,2024-10-28 18:22:44,22,72,53
S0484,CSE102,I1001,The course material was outdated.,Negative,1,1,2024-12-10 13:58:57,47,75,98
S0485,CSE103,I1001,The lectures were engaging and well-explained.,Positive,5,3,2024-09-30 12:31:16,15,60,69
S0486,CSE101,I1002,The lectures were engaging and well-explained.,Positive,1,4,2023-10-15 10:15:17,11,98,94
S0487,CSE101,I1002,The course material was outdated.,Negative,10,7,2024-04-16 00:49:59,8,56,68
S0488,CSE101,I1002,I appreciated the extra help sessions.,Positive,8,8,2024-04-09 21:21:03,14,71,91
S0489,CSE102,I1001,The course material was outdated.,Negative,5,3,2025-05-09 01:45:44,39,50,63
S0490,CSE101,I1003,Lacked practical examples.,Negative,4,1,2025-07-27 01:43:58,20,92,60
S0491,CSE102,I1001,Lacked practical examples.,Negative,10,3,2024-09-22 13:59:15,23,65,60
S0492,CSE101,I1002,Interactive sessions made learning enjoyable.,Positive,7,9,2025-04-29 17:27:14,38,80,81
S0493,CSE102,I1001,I appreciated the extra help sessions.,Positive,10,4,2025-02-26 07:47:41,49,99,54
S0494,CSE103,I1001,Content was difficult to follow sometimes.,Neutral,1,1,2024-10-22 15:27:35,20,53,75
S0495,CSE103,I1002,Course was too fast-paced.,Neutral,8,6,2023-12-15 06:45:53,29,78,96
S0496,CSE101,I1002,Course was too fast-paced.,Neutral,10,3,2024-08-09 22:11:13,37,66,97
S0497,CSE101,I1001,I appreciated the extra help sessions.,Positive,4,1,2025-04-09 12:40:23,31,95,93
S0498,CSE103,I1001,The course material was outdated.,Negative,9,6,2024-08-20 02:35:25,37,77,78
S0499,CSE102,I1003,The lectures were engaging and well-explained.,Positive,2,7,2024-08-07 21:58:12,14,94,68
S0500,CSE101,I1002,Instructor was responsive and helpful.,Positive,6,4,2024-02-14 12:41:34,40,82,83
S0501,CSE102,I1002,Great use of resources and timely feedback.,Positive,5,5,2025-05-07 19:26:55,34,63,68
S0502,CSE102,I1001,The lectures were engaging and well-explained.,Positive,7,1,2025-07-11 03:32:47,23,84,80
S0503,CSE103,I1003,The lectures were engaging and well-explained.,Positive,5,10,2023-10-19 09:01:14,6,60,94
S0504,CSE101,I1001,Interactive sessions made learning enjoyable.,Positive,6,2,2025-01-07 08:16:03,40,90,88
S0505,CSE103,I1002,I appreciated the extra help sessions.,Positive,5,10,2025-04-27 17:45:24,40,97,50
S0506,CSE103,I1001,The course material was outdated.,Negative,3,7,2023-09-16 06:24:25,26,93,60
S0507,CSE102,I1002,I appreciated the extra help sessions.,Positive,6,1,2024-04-12 01:30:26,42,84,62
S0508,CSE103,I1003,I appreciated the extra help sessions.,Positive,6,3,2025-03-16 20:25:32,23,59,68
S0509,CSE103,I1001,Interactive sessions made learning enjoyable.,Positive,10,6,2023-08-10 18:31:44,11,56,92
S0510,CSE103,I1002,The lectures were engaging and well-explained.,Positive,10,1,2025-01-22 15:53:19,31,85,58
S0511,CSE102,I1002,I appreciated the extra help sessions.,Positive,8,2,2025-06-18 08:53:01,46,93,74
S0512,CSE103,I1002,Great use of resources and timely feedback.,Positive,2,5,2024-12-29 11:51:53,25,93,96
S0513,CSE102,I1002,Instructor was responsive and helpful.,Positive,4,10,2024-11-15 21:08:49,7,81,70
S0514,CSE102,I1003,The course material was outdated.,Negative,10,6,2025-01-25 03:11:37,22,53,88
S0515,CSE102,I1003,Great use of resources and timely feedback.,Positive,4,8,2024-11-11 00:29:26,19,73,78
S0516,CSE101,I1001,I appreciated the extra help sessions.,Positive,1,3,2024-01-06 20:58:26,42,77,79
S0517,CSE101,I1002,Great use of resources and timely feedback.,Positive,6,7,2025-01-21 13:06:38,43,89,89
S0518,CSE102,I1001,Interactive sessions made learning enjoyable.,Positive,1,10,2023-08-22 12:16:32,15,78,50
S0519,CSE103,I1003,Great use of resources and timely feedback.,Positive,1,5,2023-12-23 08:01:18,21,56,50
